2025-07-14 10:00:31,737,ERROR,Balance error: APIError(code=-2015): Invalid API-key, IP, or permissions for action
2025-07-14 10:01:15,313,INFO,Simulated order: {'orderId': 123456, 'status': 'FILLED', 'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'price': 'Market Price', 'quantity': 0.01}
